"","ID_2","ID_1","ID_0","duration","lati","long","Q1","Q2","gender","age","taking_freq","posting_freq","editing_app_freq","Heightinmeter","BMI","height","weight","num_taken","num_posted","SNS_1_Wechat","SNS_2_Weibo","SNS_3_Douyin","check_sns","SNS_4_XHS","SNS_5_QQ","ed1_cropping","ed2_brightness","ed3_exposure","ed4_filter","ed5_colortoblack","ed6_retouch","ed7_whiten","ed8_complexion","ed9_slimface","ed10_acne","ed11_bigeyes","ed12_auto","bd1_face","bd2_hair","bd3_upper","bd4_stomach","check_bd","bd5_lower","bd6_muscle","bd7_weight","bd8_height","bd9_overall","obj_1","obj_2","obj_3","obj_4","obj_5","obj_6","obj_7","check_obj","obj_8","obj_9","obj_10","obj_11","obj_12","obj_13","obj_14","obj_15","obj_16","obj_17","cosm_1","cosm_2","cosm_3","cosm_4","cosm_5","facesur_1","facesur_2","facesur_3","facesur_4","facesur_5","facesur_6","facesur_7","facesur_8","bsur_1","bsur_2","bsur_3","bsur_4","bsur_5","check_bsur","bsur_6","bsur_7","bsur_8","invst_1","invst_2","invst_3","invst_4","invst_5","invst_6","invst_7","invst_8","intlz_1","intlz_2","intlz_3","intlz_4","intlz_5","intlz_6","intlz_7","intlz_8","intlz_9","check_intlz","intlz_10","intlz_11","intlz_12","intlz_13","intlz_14","intlz_15","nar1","nar2","nar3","nar4","nar5","nar6","nar7","nar8","nar9","nar10","nar11","nar12","nar13","nar14","nar15","nar16","nar17","nar18","nar19","nar20","Q31"
"171",171,56,65,"594","31.044906616210938","121.40121459960938","3",NA,"1","3","4","3","5",1.72,20.2812330989724,172,"60","6","2","6","6","1","5","1","2","2","4","4","5","1","5","5","5","5","5","5","4","2","2","2","4","5","4","2","2","4","2","7","6","6","6","7","6","7","7","6","7","7","5","6","7","6","7","7","6","4","4","2","4","4","4","4","4","4","4","4","4","4","1","2","2","2","4","1","4","2","2","2","4","4","4","4","4","2","4","4","4","2","4","2","2","4","4","4","4","2","2","4","4","4","4","4","4","4","4","3","4","4","3","4","4","4","4","4","4","4","3","4","3","3","3","1734024"
"140",140,4,155,"744","31.773605346679688","119.95401000976563","3",NA,"1","3","6","7","4",1.59,20.1732526403228,159,"51","18","4","6","6","5","5","6","2","3","5","4","4","4","3","5","4","5","4","4","5","2","2","2","1","5","1","2","1","1","2","7","7","5","6","6","7","5","7","5","7","6","7","7","5","7","6","5","6","3","2","3","5","5","4","3","4","2","4","4","4","1","1","4","2","2","4","1","4","2","4","5","4","5","4","4","4","1","4","5","4","1","4","4","4","5","4","5","4","2","1","5","4","4","4","4","3","5","4","5","2","5","4","5","4","5","4","5","4","5","4","5","4","5","4","1063687"
"23",23,128,446,"1591","29.556900024414063","106.5531005859375","3",NA,"1","3","2","2","2",1.6,20.1171875,160,"51.5","1","1","3","5","1","5","1","1","3","3","3","3","3","3","3","3","2","2","2","3","4","4","4","4","5","2","3","3","3","3","7","6","6","6","6","5","6","7","6","6","6","6","6","6","6","6","6","4","2","2","4","3","3","2","2","2","2","4","4","4","2","2","2","2","2","3","1","4","3","2","3","3","4","3","4","4","3","2","4","3","3","4","3","2","4","2","2","4","2","2","4","2","4","3","4","3","4","3","3","4","4","3","4","2","3","3","4","4","4","3","4","2","2","2","1843185"
"12",12,179,421,"742","30.666702270507813","104.06671142578125","3",NA,"1","2","4","2","4",1.61,20.0609544384862,161,"52","23","5","1","2","5","5","3","2","4","4","3","4","3","4","4","2","4","4","2","2","4","2","2","2","5","2","2","2","2","4","7","5","5","4","6","6","6","7","6","7","7","6","7","7","6","7","6","6","3","4","3","4","5","5","4","5","4","5","5","5","4","2","3","3","2","3","1","4","1","4","3","4","4","4","4","5","3","5","3","4","2","5","3","3","4","4","4","4","2","3","4","4","4","5","3","3","2","4","3","2","3","4","4","2","3","2","4","4","2","3","4","3","2","4","1845215"
"3",3,166,352,"833","25.038894653320313","102.71829223632813","3",NA,"1","3","5","3","5",1.73,20.0474456213038,173,"60","5","1","5","4","6","5","1","1","3","2","1","5","2","4","4","3","3","3","2","3","3","4","4","2","5","2","3","3","5","3","7","5","6","5","5","6","5","7","6","5","6","5","5","6","7","5","6","4","1","2","3","2","5","3","2","1","2","1","1","2","4","2","2","4","4","3","1","4","2","3","2","4","2","4","4","4","2","5","3","4","2","5","2","3","5","3","5","4","2","2","5","1","5","4","3","3","4","4","2","1","1","4","3","4","3","2","4","4","2","4","1","4","4","3","1845109"
"136",136,145,122,"591","32.06170654296875","118.77780151367188","3",NA,"1","2","6","2","2",1.73,20.0474456213038,173,"60","51","1","3","6","6","5","1","1","2","3","3","3","2","3","3","3","3","2","3","3","3","3","3","2","5","5","3","2","3","4","7","5","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","3","4","3","4","4","4","3","2","2","3","3","3","4","2","2","3","2","3","1","3","4","3","3","3","2","3","4","4","2","4","4","4","2","4","2","2","4","3","4","4","2","2","4","4","4","4","3","4","4","4","4","2","3","4","4","4","3","4","4","4","4","4","4","4","4","4","1844829"
"27",27,57,258,"1373","34.36590576171875","107.3590087890625","3",NA,"1","2","6","8","4",1.58,20.0288415318058,158,"50","121","81","6","5","6","5","6","5","3","4","4","5","3","4","5","5","4","5","5","5","1","2","2","2","5","2","3","2","1","2","7","7","6","6","7","6","7","7","6","7","7","6","7","7","6","7","6","5","4","5","2","4","5","4","5","4","1","5","4","4","1","1","2","2","1","4","1","4","1","2","2","4","4","2","5","5","1","4","5","4","1","5","1","1","5","5","4","4","1","1","5","5","5","5","5","4","4","5","4","4","4","4","4","5","4","4","4","4","5","4","4","4","4","4","1735449"
"161",161,42,176,"498","31.304092407226563","120.59539794921875","3",NA,"1","3","5","7","4",1.58,20.0288415318058,158,"50","16","7","3","2","3","5","2","1","3","3","2","4","2","4","4","3","3","2","3","4","2","4","4","2","5","2","3","4","2","2","6","6","4","5","6","5","5","7","4","6","5","4","5","6","5","6","5","5","3","4","2","3","4","4","3","4","2","4","3","4","2","2","3","3","3","3","1","4","2","3","3","4","3","4","4","4","2","4","5","4","2","4","2","1","4","3","4","4","3","3","4","3","3","3","3","4","4","2","3","3","3","4","4","3","4","3","3","4","3","3","4","3","3","3","1687000"
"91",91,98,277,"521","28.550003051757813","115.93328857421875","3",NA,"1","2","3","4","5",1.68,19.8412698412698,168,"56","4","3","4","3","1","5","1","4","5","5","2","4","1","5","3","5","4","5","5","5","4","4","4","1","5","2","2","2","3","4","7","6","7","7","7","7","4","7","6","7","7","6","6","7","7","7","6","6","2","1","4","1","1","4","5","4","2","4","4","4","2","2","2","2","2","4","1","4","2","2","2","5","3","4","4","4","2","5","4","4","2","4","2","1","5","5","5","4","1","1","5","2","5","5","5","3","5","5","4","5","5","5","5","5","5","5","3","5","5","4","3","5","5","4","1829308"
"104",104,174,407,"815","39.928802490234375","116.38888549804688","3",NA,"1","2","6","3","4",1.7,19.7231833910035,170,"57","6","1","6","5","1","5","1","1","2","3","3","5","2","2","3","4","4","2","3","5","4","3","2","3","5","2","3","3","3","4","7","4","4","5","5","5","4","7","5","6","5","4","5","7","4","5","5","4","3","4","3","2","2","4","4","4","2","2","4","4","4","2","3","3","2","4","1","4","2","3","3","2","2","2","4","4","3","3","4","3","3","4","3","3","4","3","3","4","3","3","4","2","3","3","4","3","4","3","3","2","3","3","4","3","3","3","4","3","4","3","4","3","3","4","1845190"
"175",175,85,276,"1654","31.044906616210938","121.40121459960938","3",NA,"1","3","6","8","5",1.7,19.7231833910035,170,"57","121","111","5","6","5","5","5","5","5","4","4","5","3","5","5","5","5","5","5","4","4","4","4","3","5","3","3","4","4","4","7","7","6","7","7","7","7","7","6","7","7","6","7","7","6","7","7","6","5","5","1","5","4","5","4","5","1","5","4","4","1","1","2","2","2","4","1","4","1","2","2","4","2","4","5","5","1","4","5","5","1","5","1","1","5","4","4","4","1","2","4","1","5","4","4","3","5","5","3","4","4","4","4","5","4","5","5","4","4","5","4","3","4","4","1790673"
"191",191,45,334,"504","41.780593872070313","123.43121337890625","3",NA,"1","3","4","4","5",1.72,19.6051919956733,172,"58","4","2","2","3","3","5","2","1","3","4","4","5","2","3","5","4","2","3","2","4","4","2","4","2","5","4","3","4","4","4","6","7","4","6","5","5","5","7","5","7","6","4","6","7","5","6","5","4","3","4","2","4","4","5","5","4","2","4","4","5","1","1","2","2","2","4","1","4","2","1","2","4","3","4","5","4","2","5","5","4","1","4","1","2","4","4","5","4","1","2","4","1","4","4","4","4","5","4","2","4","3","4","4","4","3","4","5","4","5","2","4","4","3","4","1695930"
"164",164,105,210,"823","31.304092407226563","120.59539794921875","1","3","1","3","6","8","4",1.63,19.5716812826979,163,"52","22","22","6","6","1","5","6","1","4","4","1","4","1","4","4","4","4","1","1","4","4","4","4","2","5","3","3","4","4","4","7","6","7","7","7","7","7","7","7","7","6","6","6","7","7","7","6","6","1","1","5","1","1","4","1","2","2","3","2","2","2","2","4","4","2","2","1","3","3","4","2","4","2","2","3","5","2","5","5","4","1","5","2","2","2","2","2","4","4","4","2","2","2","2","2","3","4","2","2","2","1","3","2","3","2","2","2","2","3","4","4","2","2","4","1833641"
"6",6,48,183,"1422","30.666702270507813","104.06671142578125","3",NA,"1","2","4","4","4",1.6,19.53125,160,"50","5","3","5","6","1","5","1","5","4","2","2","4","2","4","4","3","4","3","4","4","2","3","2","4","5","2","3","2","2","2","6","7","5","6","7","5","4","7","5","6","6","4","6","6","4","6","6","4","3","4","2","3","4","4","4","4","2","4","4","4","2","2","3","3","2","3","1","4","2","3","2","4","4","4","4","4","2","4","2","4","2","4","2","2","4","4","4","4","1","1","4","3","4","4","3","3","4","4","3","4","4","4","4","2","4","4","4","3","4","2","4","3","3","3","1703494"
"16",16,172,384,"825","38.468093872070313","106.27310180664063","3",NA,"1","3","6","8","5",1.6,19.53125,160,"50","11","11","6","6","6","5","6","6","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","5","4","4","4","4","4","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","3","3","3","4","4","4","4","4","2","4","4","4","2","2","4","4","2","4","1","4","2","3","3","4","2","3","4","4","2","4","5","5","1","5","1","1","5","5","5","4","1","3","5","3","5","3","4","4","4","4","3","1","1","3","4","3","4","4","4","4","3","4","4","3","4","3","1845160"
"29",29,79,69,"802","22.813705444335938","108.31460571289063","3",NA,"1","3","3","3","5",1.6,19.53125,160,"50","1","1","4","5","6","5","3","1","3","2","2","4","2","5","5","5","5","5","5","5","3","2","2","1","5","2","2","2","1","2","5","7","7","6","6","7","7","7","6","7","7","6","7","7","5","7","4","4","3","1","5","3","4","4","4","4","4","3","4","4","2","2","4","4","2","3","1","4","2","3","2","5","3","2","3","5","2","4","4","3","2","5","2","1","3","2","4","4","2","3","4","2","4","3","4","2","2","2","1","3","3","3","3","2","2","2","4","2","4","1","5","1","1","1","1784996"
"166",166,200,336,"3256","31.304092407226563","120.59539794921875","3",NA,"1","3","2","2","4",1.68,19.4869614512472,168,"55","1","1","1","1","1","5","2","1","2","3","2","4","1","4","3","4","4","5","4","3","2","2","3","2","5","3","3","3","3","3","7","6","5","5","6","5","4","7","4","5","6","5","5","5","5","5","6","4","4","4","2","3","4","3","4","2","3","3","3","4","3","2","3","3","3","4","1","3","3","3","2","4","3","3","4","5","3","3","3","2","3","4","4","3","4","3","4","4","3","3","4","2","4","4","3","3","4","3","3","2","4","3","3","3","4","3","3","3","4","3","5","3","2","3","898265"
"71",71,20,278,"548","22.533294677734375","114.13330078125","3",NA,"1","3","3","2","2",1.52,19.4771468144044,152,"45","3","1","4","5","1","5","3","2","3","4","3","2","1","4","3","4","1","3","1","4","4","4","3","3","5","3","3","3","2","3","6","4","6","4","6","6","6","7","6","6","6","6","4","5","6","6","4","6","2","1","3","3","3","3","3","3","2","2","2","2","2","3","4","4","4","2","1","3","4","4","4","2","2","3","2","2","3","4","4","3","3","4","3","3","3","2","2","4","2","2","2","2","2","3","4","3","4","3","3","3","3","4","3","3","4","3","3","4","2","3","3","3","4","4","1482710"
"127",127,27,382,"1396","24.47979736328125","118.0819091796875","3",NA,"1","3","6","8","5",1.65,19.4674012855831,165,"53","11","8","6","4","5","5","4","3","5","4","5","5","4","5","5","4","4","5","5","4","5","4","5","4","5","5","4","4","5","4","7","7","6","6","7","7","6","7","7","6","7","6","7","7","6","6","7","7","5","4","2","4","5","5","4","4","2","5","4","4","2","2","1","2","1","4","1","2","1","2","4","5","2","5","4","5","1","5","4","5","1","5","1","1","5","4","5","4","1","2","5","4","4","4","4","5","5","4","5","4","4","5","4","4","5","5","4","5","5","4","4","4","5","5","1618691"
"190",190,23,322,"270","41.780593872070313","123.43121337890625","3",NA,"1","2","6","7","4",1.65,19.4674012855831,165,"53","31","4","4","5","5","5","4","1","4","3","3","4","2","4","4","4","4","4","4","4","3","4","3","3","5","3","2","4","4","4","5","6","5","5","6","5","5","7","4","6","5","4","5","6","5","6","6","4","4","3","2","4","4","4","4","5","1","4","4","5","1","1","2","2","2","4","1","4","2","2","2","4","3","4","4","4","2","4","4","4","2","4","2","2","4","4","5","4","2","2","4","2","4","4","3","3","4","4","3","4","4","3","3","4","3","4","4","3","4","3","4","3","3","3","1583249"
"2",2,44,105,"527","25.038894653320313","102.71829223632813","3",NA,"1","2","6","7","4",1.62,19.4330132601738,162,"51","4","2","3","2","3","5","1","1","2","4","2","4","1","4","4","4","4","4","4","4","4","2","4","2","5","4","4","4","4","4","6","4","5","4","5","5","5","7","5","4","4","4","6","4","5","5","4","5","4","4","2","4","4","4","4","4","2","2","4","4","2","2","4","4","2","3","1","4","2","3","4","4","2","2","4","4","2","4","4","4","2","4","2","2","4","4","4","4","2","2","4","2","4","4","2","4","4","4","4","2","2","4","2","3","2","2","4","3","3","4","2","2","2","4","1693942"
"98",98,111,287,"550","39.928802490234375","116.38888549804688","3",NA,"1","2","6","3","4",1.62,19.4330132601738,162,"51","16","10","5","3","4","5","1","3","4","5","4","4","3","5","5","5","3","5","4","5","4","4","4","3","5","2","3","5","5","4","7","6","4","7","6","6","5","7","4","6","6","4","6","6","6","6","6","2","4","4","3","4","4","5","5","4","2","4","4","4","1","1","3","3","1","4","1","4","1","3","2","4","3","4","4","5","2","4","4","4","2","4","2","2","5","4","5","4","1","2","5","3","4","4","3","3","4","4","3","2","3","3","3","4","3","4","5","3","4","4","5","3","2","4","1837224"
"169",169,109,289,"520","37.533294677734375","121.39999389648438","3",NA,"1","2","6","6","4",1.58,19.4279762858516,158,"48.5","21","5","6","5","6","5","3","4","3","4","3","4","2","5","4","4","3","4","3","4","4","3","4","4","5","4","4","5","4","4","6","7","3","7","6","6","5","7","3","5","6","3","6","6","5","6","5","3","4","4","2","4","4","5","4","4","1","4","4","4","1","2","3","3","2","4","1","4","2","2","2","4","4","4","4","5","2","4","4","4","2","4","2","2","5","4","4","4","2","3","4","4","4","4","4","4","5","4","4","3","4","4","4","3","4","4","4","4","5","4","3","4","4","4","1837198"
"107",107,187,273,"580","39.50970458984375","116.6947021484375","3",NA,"1","3","6","7","4",1.7,19.3771626297578,170,"56","17","11","6","5","2","5","5","2","3","3","4","4","2","5","5","5","4","3","5","5","2","4","4","2","5","4","4","3","5","4","6","4","5","4","5","5","5","7","5","5","5","5","6","6","6","6","5","4","3","3","3","3","4","4","4","4","2","2","2","2","4","1","4","4","4","4","1","2","4","4","4","3","1","4","4","4","2","4","4","4","1","4","2","2","4","4","4","4","1","1","4","2","4","4","4","4","4","4","5","4","4","4","4","4","5","5","4","4","4","5","1","4","4","4","315011"
"155",155,106,285,"580","31.568893432617188","120.28860473632813","3",NA,"1","2","5","5","5",1.67,19.3624726594715,167,"54","7","5","5","5","4","5","4","3","4","3","3","5","3","5","5","5","5","5","5","5","4","2","4","2","5","2","2","2","5","4","6","7","7","7","7","7","6","7","7","7","7","7","7","7","7","7","7","6","3","4","3","1","4","4","4","4","2","4","4","4","2","1","3","2","2","4","1","5","1","2","1","5","4","4","5","5","1","5","4","4","2","5","2","3","5","4","5","4","2","1","5","2","4","5","4","3","4","4","4","4","4","4","3","4","4","3","4","4","4","4","4","4","3","4","1835890"
"180",180,11,85,"558","29.878204345703125","121.54949951171875","3",NA,"1","3","5","6","4",1.56,19.3129520052597,156,"47","9","3","6","4","2","5","2","1","2","4","3","3","3","5","4","3","3","4","2","5","3","4","2","4","5","4","2","2","2","2","6","5","7","6","7","6","5","7","6","7","7","4","7","6","6","7","5","5","3","4","3","4","5","4","2","4","2","4","3","5","2","2","3","2","4","5","1","4","1","3","3","4","5","2","4","5","2","4","4","5","2","4","2","1","4","2","4","4","3","1","5","4","4","4","4","3","5","4","4","5","4","4","5","3","4","5","5","4","4","3","3","4","3","4","1309845"
"128",128,67,370,"1217","24.47979736328125","118.0819091796875","3",NA,"1","3","6","7","5",1.69,19.2570288155177,169,"55","22","7","6","6","5","5","4","1","3","4","2","5","2","5","5","4","2","3","4","3","4","5","2","4","5","4","4","2","5","4","7","7","5","7","7","6","7","7","6","7","7","4","6","7","6","7","7","4","2","1","4","3","3","5","5","5","1","5","5","5","1","1","2","2","1","4","1","4","1","2","4","2","1","5","5","5","1","5","5","5","1","5","1","1","5","5","5","4","1","2","5","2","5","4","2","5","5","4","4","2","1","4","3","4","4","5","5","4","4","4","2","4","3","4","1765783"
"99",99,112,411,"773","39.928802490234375","116.38888549804688","3",NA,"1","3","5","5","4",1.58,19.2276878705336,158,"48","9","4","3","4","4","5","3","2","3","3","4","4","3","5","4","5","4","5","3","5","5","4","3","4","5","4","5","3","3","3","5","4","5","5","6","6","6","7","6","5","6","6","4","6","7","5","6","6","4","4","1","4","5","1","2","2","4","2","1","1","4","4","5","5","4","3","1","4","2","4","2","4","3","4","2","4","2","4","4","5","1","4","1","2","4","4","5","4","2","2","4","2","1","2","2","4","5","4","3","2","1","3","4","1","2","5","4","4","4","3","5","2","1","2","1838090"
"139",139,135,251,"795","32.397201538085938","119.435791015625","3",NA,"1","3","4","4","4",1.58,19.2276878705336,158,"48","3","1","2","3","1","5","1","2","4","4","4","5","3","4","4","4","2","3","2","3","4","4","4","4","5","2","2","3","2","3","7","7","6","6","6","4","5","7","6","6","6","5","5","5","5","7","7","4","3","2","3","4","4","2","1","2","3","2","1","3","2","1","2","2","4","1","1","2","2","3","4","4","1","2","2","4","2","5","4","4","2","4","3","1","2","3","2","4","3","4","2","2","3","2","2","3","4","2","3","2","3","3","4","4","4","2","2","3","3","3","4","3","3","4","1844491"
"111",111,14,239,"487","36.662094116210938","117.01040649414063","3",NA,"1","3","4","5","5",1.6,19.140625,160,"49","11","6","4","3","4","5","2","1","4","5","3","5","2","5","5","5","3","3","4","2","4","3","5","5","5","4","3","5","4","4","7","6","4","5","6","6","4","7","5","6","6","4","6","7","5","6","7","3","1","1","5","1","1","4","4","3","2","4","3","3","2","2","3","2","2","4","1","4","1","2","2","5","3","4","4","5","2","4","4","5","1","4","2","2","4","3","4","4","2","2","4","3","4","5","3","4","5","4","3","4","2","4","3","4","3","4","4","4","3","4","3","4","3","3","1324236"
"50",50,149,145,"466","23.028701782226563","113.13409423828125","3",NA,"1","2","3","2","4",1.68,19.1326530612245,168,"54","1","1","5","6","1","5","4","1","3","4","4","4","3","4","4","4","4","4","2","2","3","2","4","3","5","3","2","4","5","4","6","5","6","4","6","6","4","7","5","5","4","4","6","4","6","5","7","4","2","2","3","3","4","2","2","2","2","3","3","4","2","2","3","3","2","2","1","4","2","3","3","2","2","2","3","4","3","4","4","3","3","3","2","3","3","3","3","4","4","4","3","2","2","4","4","4","4","4","3","2","4","4","4","3","4","3","4","4","4","4","3","4","4","2","1844854"
"157",157,142,91,"1082","31.568893432617188","120.28860473632813","3",NA,"1","3","6","5","5",1.68,19.1326530612245,168,"54","7","3","6","3","4","5","2","3","4","4","3","3","1","4","4","2","4","1","1","4","3","2","3","2","5","4","4","3","4","4","7","6","7","4","4","5","4","7","5","5","4","6","7","6","6","6","7","5","1","1","5","1","3","4","4","4","2","4","4","4","2","1","4","4","2","3","1","4","3","5","3","4","4","3","4","4","2","4","3","2","3","2","4","3","4","2","4","4","4","2","3","4","4","4","3","3","4","3","2","1","4","4","4","3","4","3","4","4","2","3","4","1","3","3","1844797"
"38",38,29,405,"710","40.810592651367188","111.65219116210938","3",NA,"1","2","4","6","4",1.65,19.1000918273646,165,"52","8","4","3","4","2","5","3","1","2","3","2","3","1","3","4","3","4","4","3","3","4","4","3","4","5","4","3","4","4","4","7","5","6","5","6","6","5","7","6","6","6","6","6","5","6","6","6","6","3","4","2","4","4","3","3","4","2","2","3","3","2","2","3","3","4","3","1","5","2","3","3","4","2","2","4","4","2","4","4","4","2","5","2","2","4","3","4","4","2","2","4","3","3","4","4","3","4","4","3","3","2","3","4","3","3","3","4","4","4","3","3","3","3","2","1629648"
"103",103,157,284,"730","39.928802490234375","116.38888549804688","3",NA,"1","2","3","4","2",1.62,19.0519737844841,162,"50","1","1","5","5","5","5","1","1","3","2","2","3","1","3","3","3","4","4","3","3","2","2","3","3","5","3","3","4","2","3","7","4","4","4","7","7","7","7","5","7","7","4","7","7","4","7","7","4","4","4","2","4","4","4","4","4","2","2","4","4","2","2","3","3","2","4","1","4","2","3","2","4","3","2","4","4","2","4","4","4","2","4","2","2","4","3","4","4","2","2","4","4","4","4","3","3","4","4","3","2","3","3","4","2","3","3","3","4","4","2","4","3","3","3","1845010"
"129",129,88,377,"1030","24.47979736328125","118.0819091796875","3",NA,"1","3","5","7","5",1.62,19.0519737844841,162,"50","11","5","6","6","1","5","4","1","3","3","3","4","2","5","5","5","3","4","5","5","4","4","5","4","5","5","5","4","2","4","7","7","4","7","7","5","7","7","5","7","7","3","7","7","4","7","7","5","3","2","2","4","4","5","5","5","1","5","5","5","1","1","2","2","1","5","1","5","1","2","2","4","2","5","5","5","1","5","5","5","1","5","1","1","5","5","5","4","1","1","5","4","5","4","4","5","5","5","4","3","1","4","5","4","5","5","5","5","5","4","1","5","5","4","1798239"
"142",142,24,206,"643","30.29400634765625","120.16189575195313","3",NA,"1","3","6","7","5",1.7,19.0311418685121,170,"55","27","12","6","5","5","5","4","3","4","4","5","4","3","4","4","4","2","2","3","4","4","4","4","4","5","4","3","4","5","4","7","6","6","6","6","7","6","7","6","6","7","5","6","6","7","5","6","5","4","5","1","4","5","4","4","4","1","3","4","4","2","2","3","2","2","4","1","4","1","3","4","4","2","4","4","5","2","4","5","5","1","5","1","1","4","4","4","4","1","1","4","1","4","3","4","4","5","4","3","2","2","4","4","4","4","4","4","4","4","4","2","4","4","4","1588038"
"32",32,18,243,"370","34.259796142578125","108.92941284179688","3",NA,"1","2","5","5","4",1.63,19.0071135533893,163,"50.5","11","3","3","4","5","5","4","1","3","4","3","4","2","4","4","4","3","4","3","3","4","4","4","4","5","3","3","4","2","4","6","6","5","5","5","6","6","7","6","5","6","5","4","5","6","5","6","6","3","3","2","3","4","4","4","4","2","4","4","4","2","2","3","3","2","4","1","4","2","3","2","4","3","4","4","4","2","4","4","4","2","4","2","2","4","4","4","4","2","2","4","4","4","4","4","4","4","4","3","4","4","4","4","3","4","4","4","4","4","3","4","4","4","3","1475172"
"10",10,118,349,"465","30.666702270507813","104.06671142578125","3",NA,"1","2","2","3","5",1.67,19.0039083509627,167,"53","1","2","6","3","4","5","1","1","2","2","3","5","1","5","5","5","1","1","1","5","2","2","2","2","5","3","2","2","5","3","7","5","3","6","7","3","6","7","4","7","7","3","5","6","3","5","4","3","1","1","5","1","3","5","5","5","1","5","5","5","1","1","2","2","1","5","1","5","1","2","1","5","5","5","5","5","1","5","5","5","4","4","2","2","3","2","4","4","2","1","2","1","5","4","5","3","2","3","2","5","5","2","4","2","5","5","2","3","5","3","5","3","3","3","1839105"
"117",117,54,305,"852","39.142303466796875","117.172607421875","3",NA,"1","3","4","6","3",1.64,18.9619274241523,164,"51","2","2","3","1","3","5","1","1","4","4","4","2","3","4","4","4","4","4","4","4","4","4","4","4","5","4","4","3","4","4","6","4","3","4","5","5","4","7","5","5","5","5","5","5","4","5","5","4","3","4","2","4","4","4","4","4","2","4","4","4","2","2","3","3","2","4","1","4","2","3","4","2","2","4","4","4","2","4","4","4","2","4","2","2","4","4","4","4","2","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","1732731"
"160",160,35,72,"642","31.304092407226563","120.59539794921875","3",NA,"1","2","4","4","5",1.64,18.9619274241523,164,"51","4","1","6","5","2","5","5","1","4","2","2","4","2","5","5","5","5","5","2","5","4","2","4","4","5","2","4","2","4","4","7","7","5","5","7","5","5","7","5","7","5","5","5","7","5","7","5","3","2","2","3","2","4","4","4","4","2","2","2","3","4","1","2","2","2","4","1","4","1","2","2","4","2","2","4","4","2","4","4","4","2","4","2","2","4","3","4","4","3","2","3","2","4","4","2","4","4","4","2","2","3","4","4","4","2","3","4","3","2","4","4","4","3","4","1649741"
"172",172,59,146,"420","31.044906616210938","121.40121459960938","3",NA,"1","2","5","5","4",1.61,18.9035916824197,161,"49","5","3","4","3","1","5","1","5","2","3","2","5","2","4","4","2","4","2","4","5","4","5","4","4","5","1","2","4","5","2","7","4","6","6","6","5","4","7","5","6","6","6","4","6","6","7","6","4","3","4","2","4","4","3","4","4","3","2","3","3","2","2","4","2","2","4","1","4","2","2","2","4","4","5","4","4","2","4","3","4","2","3","2","2","4","4","4","4","2","2","4","4","4","4","4","5","4","4","4","3","3","4","5","4","4","4","4","4","4","4","2","3","4","4","1738158"
"170",170,33,175,"1374","31.044906616210938","121.40121459960938","3",NA,"1","3","4","6","4",1.58,18.8271110398974,158,"47","6","4","4","3","5","5","3","2","3","3","3","4","2","4","3","3","1","4","1","4","2","3","2","1","5","3","2","2","2","3","7","5","5","5","7","5","4","7","6","6","5","5","6","7","6","5","6","5","4","1","1","3","3","3","4","4","1","2","2","1","4","2","2","2","2","3","1","4","2","3","3","2","2","4","3","4","2","4","4","4","2","4","1","1","2","2","2","4","3","2","3","2","3","4","3","3","2","3","2","1","1","1","2","2","3","2","4","2","2","2","5","1","1","2","1640424"
"59",59,148,164,"447","23.11669921875","113.25","3",NA,"1","3","5","5","5",1.63,18.8189243102864,163,"50","6","3","3","3","1","5","3","1","3","3","3","5","1","5","5","5","5","5","5","1","4","4","3","2","5","3","3","3","2","3","7","4","6","5","7","7","5","7","6","6","5","6","6","6","6","5","4","5","4","4","1","4","4","4","4","4","1","4","4","4","1","2","2","2","2","4","1","4","2","2","2","4","4","4","4","4","2","4","4","4","2","4","2","2","4","4","4","4","2","2","4","4","4","4","2","3","4","4","3","3","2","3","3","3","2","2","4","3","4","4","4","4","3","3","1844848"
"63",63,163,317,"738","34.68359375","113.53250122070313","3",NA,"1","2","3","5","4",1.63,18.8189243102864,163,"50","1","1","4","6","1","5","5","2","3","2","2","4","2","4","4","2","3","3","2","4","4","4","4","3","5","3","3","3","3","3","6","4","3","4","6","4","4","7","4","5","5","4","4","6","4","5","5","3","2","2","4","2","4","4","3","3","2","3","3","3","2","2","2","4","3","2","1","3","4","4","3","4","2","3","4","4","3","3","4","4","2","4","3","3","3","2","2","4","4","2","4","3","3","3","2","3","3","2","2","2","3","3","2","2","2","2","3","2","3","2","2","2","2","3","1845046"
"82",82,60,221,"257","30.585601806640625","114.26651000976563","3",NA,"1","3","6","7","4",1.63,18.8189243102864,163,"50","21","5","5","6","5","5","3","1","4","5","4","4","4","5","4","4","5","4","5","5","5","4","2","4","5","2","4","2","4","3","6","5","7","7","5","5","6","7","5","5","6","5","6","5","5","5","6","5","4","5","1","4","5","5","5","4","1","4","4","5","1","1","2","1","4","4","1","5","1","4","5","4","1","4","5","4","1","4","5","4","1","5","2","1","5","5","4","4","2","1","5","2","5","5","4","5","5","5","4","5","4","5","4","5","5","5","5","4","5","5","4","5","5","1","1741083"
